Input files:
						 Ashburn Turner County Banner_04-22-1910_1_1.txt,
							Montgomery Monitor_04-28-1910_3_1.txt,
							The Atlanta Constitution_04-16-1910_1_1.txt,
							The Eastman Times-Journal_04-21-1910_1_1.txt
Event ID,Missing words,Input file name,Summary file name
100,witness,"The Atlanta Constitution_04-16-1910_1_1.txt",100.txt
100,wife,"The Atlanta Constitution_04-16-1910_1_1.txt",100.txt
100,relative,"Ashburn Turner County Banner_04-22-1910_1_1.txt",100.txt
100,george,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,murderer,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,brother,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,mob,"The Atlanta Constitution_04-16-1910_1_1.txt",100.txt
100,jackson,"Montgomery Monitor_04-28-1910_3_1.txt",100.txt
100,albert,"Ashburn Turner County Banner_04-22-1910_1_1.txt",100.txt
100,turner,"Montgomery Monitor_04-28-1910_3_1.txt",100.txt
100,defendant,"Montgomery Monitor_04-28-1910_3_1.txt",100.txt
100,lee,"Ashburn Turner County Banner_04-22-1910_1_1.txt",100.txt
100,crowd,"Montgomery Monitor_04-28-1910_3_1.txt",100.txt
100,who,"The Atlanta Constitution_04-16-1910_1_1.txt",100.txt
100,physician,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,negro,"Montgomery Monitor_04-28-1910_3_1.txt",100.txt
100,frank,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,mary,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,negro,"Ashburn Turner County Banner_04-22-1910_1_1.txt",100.txt
100,executive,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,man,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,woman,"The Atlanta Constitution_04-16-1910_1_1.txt",100.txt
100,turner,"The Atlanta Constitution_04-16-1910_1_1.txt",100.txt
100,governor,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,wife,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,negro,"The Atlanta Constitution_04-16-1910_1_1.txt",100.txt
100,son,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,spectator,"The Eastman Times-Journal_04-21-1910_1_1.txt",100.txt
100,johnson,"Ashburn Turner County Banner_04-22-1910_1_1.txt",100.txt
Input files:
						 The Atlanta Constitution_05-15-1906_5_1.txt,
							The Eastman Times-Journal_05-17-1906_1_1.txt
Event ID,Missing words,Input file name,Summary file name
101,brute,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,smith,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,deputy,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,sir,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,dr.,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,pope,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,widow,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,town,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,negro,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,eastman,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,officer,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,marshal,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,victim,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,guard,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,midwife,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,criminal,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,man,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,wife,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,armstrong,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,witness,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,eastman,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,assailant,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,person,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,pope,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,people,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,negro,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,victim,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,mob,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,woman,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,coroner,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,neighbor,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,posse,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,who,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,neighborhood,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,company,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,jury,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,we,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,citizen,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,mob,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,coroner,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,neighbor,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,resident,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,george,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,widow,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,state,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,jury,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,authority,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,constable,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,sheriff,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,court,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
101,who,"The Atlanta Constitution_05-15-1906_5_1.txt",101.txt
101,prisoner,"The Eastman Times-Journal_05-17-1906_1_1.txt",101.txt
Input files:
						 Nashville Herald_05-25-1906_1_1.txt
Event ID,Missing words,Input file name,Summary file name
102,baker,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,child,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,citizen,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,negro,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,posse,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,stranger,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,crowd,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,sheriff,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,wife,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,marshal,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,town,"Nashville Herald_05-25-1906_1_1.txt",102.txt
102,who,"Nashville Herald_05-25-1906_1_1.txt",102.txt
Input files:
						 
Event ID,Missing words,Input file name,Summary file name
Input files:
						 The Eastman Times-Journal_08-24-1899_6_1.txt,
							The Macon Telegraph_08-18-1899_5_1.txt,
							The Savannah Morning News_08-09-1899_1_1.txt
Event ID,Missing words,Input file name,Summary file name
104,member,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,jury,"The Savannah Morning News_08-09-1899_1_1.txt",104.txt
104,guard,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,campbell,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,convict,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,citizen,"The Savannah Morning News_08-09-1899_1_1.txt",104.txt
104,boy,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,officer,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,detective,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,court,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,sheriff,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,merchant,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,jackson,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,crowd,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,authority,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,smith,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,prisoner,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,jury,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,looney,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,hamilton,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,sheriff,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,taylor,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,prisoner,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,who,"The Savannah Morning News_08-09-1899_1_1.txt",104.txt
104,police,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,man,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,henry,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,comrade,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,hamilton,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,mob,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,bruce,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,smith,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,citizen,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,who,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,we,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,hancock,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,member,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,jury,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,mob,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,tot,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,child,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,john,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,negro,"The Savannah Morning News_08-09-1899_1_1.txt",104.txt
104,marshal,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,police,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,doe,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,fellow,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,governor,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,people,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,state,"The Eastman Times-Journal_08-24-1899_6_1.txt",104.txt
104,juror,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,freeman,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,town,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,jailer,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,maker,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,lord,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
104,wife,"The Macon Telegraph_08-18-1899_5_1.txt",104.txt
Input files:
						 Montgomery Monitor_07-22-1909_1_1.txt,
							The Atlanta Constitution_07-21-1909_1_1.txt,
							The Eastman Times-Journal_07-22-1909_1_1.txt
Event ID,Missing words,Input file name,Summary file name
105,lady,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,sheriff,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,armstrong,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,deputy,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,negro,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,who,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,miss,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,officer,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,negro,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,criminal,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,compton,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,who,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,man,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,many,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,convict,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,lady,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,crowd,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,king,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,town,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,miss,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,officer,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,officer,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,daughter,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,eastman,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,convict,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,who,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,town,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,king,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,john,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,miss,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,frank,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,mob,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,conservative,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,lady,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,george,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,eastman,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,daughter,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,citizen,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,town,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,posse,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,church,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,king,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,people,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,posse,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,taylor,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,coroner,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,eastman,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,daughter,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,deputy,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,throng,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,crowd,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,sheriff,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,lord,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,sheriff,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,ruth,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,albert,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,citizen,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
105,negro,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,citizen,"The Atlanta Constitution_07-21-1909_1_1.txt",105.txt
105,deputy,"The Eastman Times-Journal_07-22-1909_1_1.txt",105.txt
105,posse,"Montgomery Monitor_07-22-1909_1_1.txt",105.txt
Input files:
						 Marion County Patriot_08-25-1899_1_1.txt,
							The Atlanta Constitution_08-21-1899_3_1.txt,
							The Macon Telegraph_08-24-1899_4_1.txt
Event ID,Missing words,Input file name,Summary file name
106,judge,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,bailiff,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,isaiah,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,john,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,coroner,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,coroner,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,daniel,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,john,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,correspondent,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,tom,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,negro,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,stranger,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,family,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,child,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,brother,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,john,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,jury,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,birth,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,judge,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,burglar,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,negro,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,court,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,babe,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,people,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,wife,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,tom,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,wife,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,man,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,parker,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,many,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,sheriff,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,we,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,town,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,youth,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,jury,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,child,"Marion County Patriot_08-25-1899_1_1.txt",106.txt
106,daniel,"The Atlanta Constitution_08-21-1899_3_1.txt",106.txt
106,defendant,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,court,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
106,negro,"The Macon Telegraph_08-24-1899_4_1.txt",106.txt
Input files:
						 Griffin Morning Call_07-23-1897_1_1.txt,
							The Atlanta Constitution_07-23-1897_1_1.txt,
							The Eastman Times-Journal_08-28-1897_4_1.txt,
							Vienna Progress_08-26-1897_3_1.txt
Event ID,Missing words,Input file name,Summary file name
107,campbell,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,people,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,sheriff,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,officer,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,skipper,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,jury,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,who,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,jailer,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,company,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,passenger,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,vet,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,general,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,crowd,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,prisoner,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,stranger,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,sheriff,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,son,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,town,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,officer,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,campbell,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,jury,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,negro,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,negro,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,church,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,company,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,who,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,citizen,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,military,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,wife,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,convict,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,correspondent,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,hampton,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,deputy,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,child,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,girl,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,ted,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,negro,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,assistant,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,volunteer,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,person,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,we,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,person,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,woman,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,girl,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,militia,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,neighbor,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,coach,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,farmer,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,deputy,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,griffin,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,crowd,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,prisoner,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,father,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,state,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,stewart,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,coroner,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,brute,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,stranger,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,authority,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,daughter,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,daughter,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,executioner,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,prisoner,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,escort,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,henry,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,hampton,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,mob,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,farmer,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,victim,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,griffin,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,governor,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,friend,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,daughter,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,everybody,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,gentleman,"Griffin Morning Call_07-23-1897_1_1.txt",107.txt
107,elf,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,secretary,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,henry,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
107,mob,"Vienna Progress_08-26-1897_3_1.txt",107.txt
107,campbell,"The Atlanta Constitution_07-23-1897_1_1.txt",107.txt
